"Example_ID","Language_ID","Sentence","Segmentation","Gloss","Translation","Source","Orig_Segmentation","Orig_Glossing","Orig_Translation","Comment","Morpheme_IDs"
"kaikuxi-20","apal1257","Mame arimi tynomose eya xine.","mame arimi tɨ-nomo-se e-ɨa ʃine","then ateles.paniscus CPL-abandon-CPL 3-ERG PL","They left the spider monkey back.","koehns1994textos[4]","","","Eles deixaram o macaco.","","X X X-X-X X-X X"
"kaikuxi-21","apal1257","Taro nexino zohme, tykase toh repe.","taro n-eʃi-no z-oʔ=me tɨ-ka-se toʔ repe","here 3S-be-IMM 3-food=DENMLZ CPL-say-CPL 3PL FRUST","“Let's leave it here for it to eat,” they said.","koehns1994textos[4]","","","Deixe o aqui para ela comer, disseram mas nada efetuou.","","X X-X-X X-X=X X-X-X X X"
"kaikuxi-22","apal1257","Yrome kaikuxi arimi se pyra","ɨrome kaikuʃi arimi =se pɨra","but jaguar ateles.paniscus =DES NEG","But the jaguar didn't want the spider monkey.","koehns1994textos[4]","","","Mas a onça não queria o macaco.","","X X X =X X"
"kaikuxi-23","apal1257","Mame tokahmase toh rahkene.","mame t-okaʔma-se toʔ raʔkene","then CPL-follow-CPL 3PL really","It really followed them.","koehns1994textos[4]","","","Os seguiu realmente.","","X X-X-X X X"
"kaikuxi-24","apal1257","Axi toytose toto, akono osemazuhme, papa okomino.","aʃi to-ɨto-se toto a-kono osemazuʔ=me papa okomino","quickly CPL-go-CPL 3PL 3-brother.in.law first=DENMLZ father next","They went fast, the brother-in-law ahead and my father in the back.","koehns1994textos[4]","","","Foram rápidos, o cunhado na frente e meu pai atráz.","","X X-X-X X X-X X=X X X"
"kaikuxi-25","apal1257","Mame toytose toto.","mame to-ɨto-se toto","then CPL-go-CPL 3PL","They went.","koehns1994textos[4]","","","Eles foram.","","X X-X-X X"
"kaikuxi-26","apal1257","Toytose toto, toytose toto.","to-ɨto-se toto to-ɨto-se toto","CPL-go-CPL 3PL CPL-go-CPL 3PL","They kept going.","koehns1994textos[5]","","","E continuaram indo.","","X-X-X X X-X-X X"
"kaikuxi-27","apal1257","Mame moepyra toehse kaikuxi rahkene.","mame moe-pɨra t-oeʔ-se kaikuʃi raʔkene","then far-NEG CPL-come-CPL jaguar really","Then the jaguar came really close.","koehns1994textos[5]","","","Logo a onça chegou bem perto.","","X X-X X-X-X X X"
"kaikuxi-28","apal1257","Taky rokẽ papa emahpo.","takɨ rokẽ papa ema-ʔ-po","bow only father hand-PERT-LOC","My father only had a bow.","koehns1994textos[5]","","","Papai só tinha um arco nas maos.","","X X X X-X-X"
"kaikuxi-29","apal1257","Morararo akono emahpo taky rokene.","morararo a-kono ema-ʔ-po takɨ rokene","similarly 3-brother.in.law hand-PERT-LOC bow only","The brother-in-law, too, only had a bow.","koehns1994textos[5]","","","Semelhantemente o cunhado dele só tinha um arco nas mãos.","","X X-X X-X-X X X"
"kaikuxi-30","apal1257","Mame xita sasaka toehse toto.","mame ʃita sasaka t-oeʔ-se toto","then cry begin CPL-come-CPL 3PL","They were about to cry.","koehns1994textos[5]","","","Eles estavam no ponto de chorar.","","X X X X-X-X X"
"kaikuxi-31","apal1257","Mame iporiry tonese ahtao, iporiry kuaka toepukase toto.","mame iporirɨ t-one-se a-ʔtao iporirɨ kuaka to-epuka-se toto","then stream CPL-see-CPL be-when.ADVZ stream liquid.into CPL-fall-CPL 3PL","Then they saw a stream and fell in.","koehns1994textos[5]","","","Então quando viram o igarapé eles cairam dentro da água.","","X X X-X-X X-X X X X-X-X X"
"kaikuxi-32","apal1257","Pitiko xitasasaka toh repe.","pitiko ʃita=sasaka toʔ repe","small cry=begin 3PL FRUST","They were almost crying.","koehns1994textos[6]","","","Faltou pouco para eles chorarem.","","X X=X X X"
"kaikuxi-33","apal1257","Iporiry pyrahtao, pake tosekase exiry, papa, akono roropa tosekase exiry.","iporirɨ pɨra-ʔtao pake t-oseka-se eʃi-rɨ papa a-kono roropa t-oseka-se eʃi-rɨ","stream NEG-when.ADVZ long.ago CPL-bite-CPL be-NMLZ father 3-brother.in.law also CPL-bite-CPL be-NMLZ","If the stream hadn't been there, they would have died, my father and his brother-in-law would have died.","koehns1994textos[6]","","","Se o igarapé não estivesse lá teriam sido mordidos, papai e o cunhado teriam sido mordidos.","","X X-X X X-X-X X-X X X-X X X-X-X X-X"
"kaikuxi-34","apal1257","Yrome iporiry a rokẽ typynohse toto.","ɨrome iporirɨ a rokẽ tɨ-pɨnoʔ-se toto","but stream ERG only CPL-save-CPL 3PL","But they were saved by the stream.","koehns1994textos[6]","","","Mas pelo igarapé foram salvos.","","X X X X X-X-X X"
"kaikuxi-35","apal1257","Mame patãpo pona toeporehkase toto.","mame pata-ãpo pona to-eporeʔka-se toto","then village-devalued to CPL-arrive-CPL 3PL","Then they came to an abandoned village.","koehns1994textos[6]","","","Chegaram numa aldeia abandonada.","","X X-X X X-X-X X"
"kaikuxi-37","apal1257","Tymetyke pyra ywy, tykase.","tɨ-metɨ-ke pɨra ɨwɨ tɨ-ka-se","ADJZ-loincloth-ADJZ NEG 1PRO CPL-say-CPL","“I've go no loincloth,” he said.","koehns1994textos[6]","","","Estou sem tanga, ele disse.","","X-X-X X X X-X-X"
"kaikuxi-38","apal1257","Mame wewe pihpyry typikase papa a rahkene, tymetyme.","mame wewe piʔpɨ-rɨ tɨ-pika-se papa a raʔkene tɨ-metɨ=me","then tree skin-PERT CPL-peel-CPL father ERG really COR-loincloth=DENMLZ","Then he peeled off some tree bark, to use as a loincloth.","koehns1994textos[7]","","","Então ele tirou a casca duma árvore para improvisar uma tanga.","","X X X-X X-X-X X X X X-X=X"
"kaikuxi-39","apal1257","Mame akono eunohnõko.","mame a-kono eunoʔ-nõko","then 3-brother.in.law laugh-CONT","The brother-in-law started laughing.","koehns1994textos[7]","","","O cunhado começou a rir.","","X X-X X-X"
"kaikuxi-41","apal1257","Tymetyke pyra mase.","tɨ-metɨ-ke pɨra m-a--se","ADJZ-loincloth-ADJZ NEG 2S-3--NPST","“You have no loincloth.”","koehns1994textos[7]","","","Vocẽ está sem roupa mesmo.","","X-X-X X X-X--X"
"kaikuxi-42","apal1257","Wewehnao tymetyke pyra mexiry, tykase akono.","wewe-ʔnao tɨ-metɨ-ke pɨra m-eʃi-rɨ tɨ-ka-se a-kono","tree-without ADJZ-loincloth-ADJZ NEG 2S-be-NMLZ CPL-say-CPL 3-brother.in.law","“If the tree hadn't been, you'd be without loincloth,” the brother-in-law said.","koehns1994textos[7]","","","Se não tivesse a árvore vocẽ estaria sem tanga, ele disse.","","X-X X-X-X X X-X-X X-X-X X-X"
"kaikuxi-43","apal1257","Mame toytose ropa toto pata pona, wewe pihpyry rokẽ papa metyme.","mame to-ɨto-se ropa toto pata pona wewe piʔpɨ-rɨ rokẽ papa metɨ=me","then CPL-go-CPL again 3PL village to tree skin-PERT only father loincloth=DENMLZ","Then they came to the village, my father wearing tree bark as a loincloth.","koehns1994textos[7-8]","","","Depois eles foram para a aldéia, meu pai vestido com casca de pao.","","X X-X-X X X X X X X-X X X X=X"
"kaikuxi-44","apal1257","Mame ynara tykase tokono a papa, Ymety enehpoko aja a, tykase papa.","mame ɨnara tɨ-ka-se to-kono a papa ɨ-metɨ eneʔ-po-ko aja a tɨ-ka-se papa","then thus CPL-say-CPL COR-brother.in.law ERG father 1-loincloth bring-CAUS-IMP mother ERG CPL-say-CPL father","My father said to his brother-in-law: “ask my mother for a loincloth”, he said.","koehns1994textos[8]","","","Meu pai falou assim para seu cunhado, “Pede minha mãe me mandar una tanga,” ele disse.","","X X X-X-X X-X X X X-X X-X-X X X X-X-X X"
"kaikuxi-45","apal1257","Mame ynara tykase toto, Otykatoh, “ymety enehpoko,” ãko nae, tykase jeny.","mame ɨnara tɨ-ka-se toto otɨ=ka-toʔ ɨ-metɨ eneʔ-po-ko a-ãko nae tɨ-ka-se j-enɨ","then thus CPL-say-CPL 3PL what=say-NMLZ 1-loincloth bring-CAUS-IMP be-CONT 3.be.NPST CPL-say-CPL 3-mother","“‘Bring me a loincloth’, he's saying?” said his mother.","koehns1994textos[8]","","","“Me mande uma tanga,” ele está dizendo? disse a mãe dele.","","X X X-X-X X X=X-X X-X X-X-X X-X X X-X-X X-X"
"kaikuxi-46","apal1257","Mame ynara tykase akono, Kaikuxi yna ekahmano.","mame ɨnara tɨ-ka-se a-kono kaikuʃi ɨna ekaʔma-no","then thus CPL-say-CPL 3-brother.in.law jaguar 1+3PRO follow-IMM","Then the brother-in-law said: “a jaguar chased us.”","koehns1994textos[8]","","","Então o cunhado disse, Uma onça nos seguiu.","","X X X-X-X X-X X X X-X"
"kaikuxi-47","apal1257","Mame konohno nemetykano, tykase a-kono","mame konoʔno n-e-metɨ-ka-no tɨ-ka-se a-kono","then brother.in.law 3S-DETRZ-loincloth-VBZ.remove-IMM CPL-say-CPL 3-brother.in.law","“My brother-in-law lost his loincloth,” said his brother-in-law.","koehns1994textos[9]","","","Meu cunhado perdeu a sua tanga.","","X X X-X-X-X-X X-X-X X-X"
"kaikuxi-49","apal1257","Tomeseke ehtoko.","t-omese-ke eʔ-to-ko","ADJZ-care-ADJZ be-PL-IMP","“Be careful!”","koehns1994textos[9]","","","Tomem cuidado!","","X-X-X X-X-X"
"kaikuxi-50","apal1257","Kaikuxi tuhke nae nase, tykase.","kaikuʃi tuʔke nae n-a--se tɨ-ka-se","jaguar many 3.be.NPST 3S-3--NPST CPL-say-CPL","“There are many jaguars”, she said.","koehns1994textos[9]","","","Tem muitas onças, ele disse.","","X X X X-X--X X-X-X"
"kaikuxi-51","apal1257","Morara karyke tosenakunuhse akono.","morara ka-rɨ=ke t-os-enakũnuʔ-se a-kono","similarly say-NMLZ=because CPL-DETRZ-choke-CPL 3-brother.in.law","His brother-in-law wanted to cry because she was saying that.","koehns1994textos[9]","","","O cunhado dele queria chorar por que eles falaram aquilo.","","X X-X=X X-X-X-X X-X"
"kaikuxi-52","apal1257","Mame papa mety tarose rahkene jeny a.","mame papa metɨ t-aro-se raʔkene j-enɨ a","then father loincloth CPL-bring-CPL really 3-mother ERG","Then his mother brought my father a loincloth.","koehns1994textos[9-10]","","","Então a mãe dele levou a tanga para meu pai.","","X X X X-X-X X X-X X"
"kaikuxi-53","apal1257","Mame papa tosenakũnuhse tyse eneryke.","mame papa t-os-enakũnuʔ-se t-ɨse ene-rɨ=ke","then father CPL-DETRZ-choke-CPL COR-mother see-NMLZ=because","And when he saw his mother, my father almost cried.","koehns1994textos[10]","","","E vendo a sua mãe, meu pai ficou no ponto de chorar.","","X X X-X-X-X X-X X-X=X"
"kaikuxi-55","apal1257","Wewe pihpyry umukuru metyme rahkene, tykase jeny.","wewe piʔpɨ-rɨ u-muku-ru metɨ=me raʔkene tɨ-ka-se j-enɨ","tree skin-PERT 1-son-PERT loincloth=DENMLZ really CPL-say-CPL 3-mother","“My son's loincloth is really made from tree bark,” his mother said.","koehns1994textos[10]","","","A tanga do meu filho é casca de pao, disse a mãe dele.","","X X-X X-X-X X=X X X-X-X X-X"
"kaikuxi-56","apal1257","Mame tãkye toehse ropa papa rahkene.","mame tãkɨe t-oeʔ-se ropa papa raʔkene","then happy CPL-come-CPL again father really","And my father became happy again.","koehns1994textos[10]","","","E meu pai ficou muito alegre de novo.","","X X X-X-X X X X"
"kaikuxi-58","apal1257","Papa poetome ro ahtao, pake ahtao arimi wose pyrou ke toto.","papa poeto=me ro a-ʔtao pake a-ʔtao arimi wo-se pɨrou =ke toto","father child=DENMLZ EMP be-when.ADVZ long.ago be-when.ADVZ ateles.paniscus shoot-SUP arrow =INS 3PL","When my father was a child, they were shooting spider monkeys with arrows.","koehns1994textos[10-11]","","","Quando meu pai era criança, antigamente, matavam macacos com flechas.","","X X=X X X-X X X-X X X-X X =X X"
"kaikuxi-59","apal1257","Seromaroro arakapusake rokẽ rahkene.","seromaroro arakapusa=ke rokẽ raʔkene","today shotgun=INS only really","Now just with a shotgun.","koehns1994textos[11]","","","Agora só com espingarda mesmo.","","X X=X X X"
"mivida-1","cari1279","enekə etatəkə womɨrɨ tae ise manatəe","ene-kə eta-tə-kə womɨ-rɨ tae i-se man-a-təe","see-IMP hear-PL-IMP language-PERT by 3-DES 2-be-IPFV.PL","Look, listen. Do you want to hear my words?","robayo1989rame[177]","","","Mire, oiga. ¿Desean oir mis palabras?","","X-X X-X-X X-X X X-X X-X-X"
"mivida-2","cari1279","əraho əwɨ jet͡ʃikaɨrə kɨnakətəkə","əraho əwɨ j-e-t͡ʃika-ɨ=rə kɨn-a-kətəkə","thus 1PRO 1-DETRZ-take.out-PFV=EMP 3PST-be-HAB","That's how it was when I was born.","robayo1989rame[177]","","","Asi fue cuando yo nací.","","X X X-X-X-X=X X-X-X"
"mivida-3","cari1279","janɨtaɨ mama marə","j-anɨta-ɨ mama marə","1-grow.up-PFV mother with","I grew up with my mother. ","robayo1989rame[177]","","","Yo me crió con mi mamá.","","X-X-X X X"
"mivida-4","cari1279","et͡ʃihəme toto jenehə okomoiho ehorse toto jarohoɨ","et͡ʃi-hə=me toto j-ene-hə okomoiho ehor-se toto j-aroho-ɨ","be-NMLZ.PST=ATTRZ 3PL 1-see-NMLZ.PST study find-SUP 3PL 3>1-send-PFV","They saw me as grown and sent me to study.","robayo1989rame[177]","","","Ellos me vieron crecido y me mandaron a estudiar.","","X-X=X X X-X-X X X-X X X-X-X"
"mivida-5","cari1279","okomoiho ehorrɨ həkə toto jirɨhoɨ pedrera tərə janɨtaɨ","okomoiho ehor-rɨ həkə toto ji-rɨho-ɨ pedrera tərə j-anɨta-ɨ","study find-NMLZ OBL 3PL 3>1-put-PFV P. LOC 1-grow.up-PFV","They send me to study in la Pedrera, I grew up there.","robayo1989rame[177]","","","Me pusieron a estudiar en la Pedrera, allí yo crecí.","","X X-X X X X-X-X X X X-X-X"
"mivida-6","cari1279","janɨtaɨ irakut͡ʃa tawə okomoi ehorrɨ həkə","j-anɨta-ɨ irakut͡ʃa tawə okomoi ehor-rɨ həkə","1-grow.up-PFV white INE study find-NMLZ OBL","I grew up among the Whites, studying.","robayo1989rame[177]","","","Creci en medio de los blancos, estudiando.","","X-X-X X X X X-X X"
"mivida-7","cari1279","səkənərə reke wei toto jirɨhoɨ okomoiho ehorrɨ həkə","səkənə=rə reke wei toto ji-rɨho-ɨ okomoiho ehor-rɨ həkə","two=EMP only year 3PL 3>1-put-PFV study find-NMLZ OBL","They only sent me to study for two years.","robayo1989rame[177]","","","Dos años solamente me pusieron a estudiar.","","X=X X X X X-X-X X X-X X"
"mivida-8","cari1279","irə tərə toto jit͡ʃikaɨ jarəɨ toto aɲa mɨnəja","irə tərə toto ji-t͡ʃika-ɨ j-arə-ɨ toto aɲa mɨnə=ja","then LOC 3PL 1-take.out-PFV 1-take-PFV 3PL 1+3 house=OBL","Then they took me out and brought me home.","robayo1989rame[177]","","","Después ellos me sacaron y me llevaron a la casa.","","X X X X-X-X X-X-X X X X=X"
"mivida-9","cari1279","irə tərə toto jarəɨ t͡ʃia kakət͡ʃi janɨtanɨhtohobə ja","irə tərə toto j-arə-ɨ t͡ʃia kakət͡ʃi j-anɨta-nɨh-toho-bə ja","then LOC 3PL 1-take-PFV there upstream 1-grow.up-CAUS-NMLZ-from OBL","Then they took me upstream, for the rest of my upbringing.","robayo1989rame[177]","","","Después ellos me llevaron rio arriba, a terminar de criarme.","","X X X X-X-X X X X-X-X-X-X X"
"mivida-10","cari1279","irə mɨnə esetɨ aɲa puerto kaimanɨme kɨnakətəkə","irə mɨnə esetɨ aɲa puerto kaimanɨ=me kɨn-a-kətəkə","then house name 1+3 P. C.=ATTRZ 3PST-be-HAB","The house where we lived was called Puerto Caimán","robayo1989rame[177]","","","Esa casa donde viviamos se llama Puerto Caimán.","","X X X X X X=X X-X-X"
"mivida-11","cari1279","irə tərənobə janɨtakehɨ","irə tərə-no-bə j-anɨta-keh-ɨ","then LOC-NMLZ-from 1-grow.up-TERM-PFV","It went on like this until I was fully grown.","robayo1989rame[177]","","","De ahí siguió hasta que terminé de crecer.","","X X-X-X X-X-X-X"
"mivida-12","cari1279","iretibə et͡ʃinəme gərə jet͡ʃiɨ","ireti-bə et͡ʃi-nə=me gərə j-et͡ʃi-ɨ","then-from be-INF=ATTRZ still 1-be-PFV","Then I was already grown up.","robayo1989rame[177]","","","Después, ya quedé crecido.","","X-X X-X=X X X-X-X"
"mivida-13","cari1279","iretibə hihi et͡ʃihə tehukemɨ ihəkarɨ həkə kɨnakətəkə irakut͡ʃa marə","ireti-bə hihi et͡ʃi-hə t-ehuk-e-mɨ i-həkarɨ həkə kɨn-a-kətəkə irakut͡ʃa marə","then-from older.brother be-NMLZ.PST PTCP-go.out-PTCP-NMLZ 3-work OBL 3PST-be-HAB white with","Then my older brother went to work with the Whites.","robayo1989rame[177]","","","Después mi hermano mayor se puso a trabajar con los blancos.","","X-X X X-X X-X-X-X X-X X X-X-X X X"
"ordpl-1","hixk1239","xamata ymo mkawo nehxakoná, saraho, amnyehra.","ʃamata jmo mka-wo n-eh-ʃakonɨ saraho amɲe-hra","rocky.island AUG exterior.surface-LOC 3S-be-REM.CONT manioc in.the.future-NEG","Long ago the manioc plant was on top of the big rocky island.","derbyshire1965textos[13]","","","","","X X X-X X-X-X X X-X"
"ordpl-4","hixk1239","saraho naye?","saraho n-a-je","manioc 3S-be-NPST.UNCERT","“Is it a manioc plant?”","derbyshire1965textos[13]","","","","","X X-X-X"
"ordpl-5","hixk1239","foru komo naye?","ɸoru komo n-a-je","plantain PL 3S-be-NPST.UNCERT","Is it plantains?","derbyshire1965textos[13]","","","","","X X X-X-X"
"ordpl-7","hixk1239","oske tá nehxakoná, xamata ymo mkawo.","oske tɨ n-eh-ʃakonɨ ʃamata jmo mka-wo","thus HSY 3S-be-REM.CONT rocky.island AUG exterior.surface-LOC","Thus it was, on top of the big rocky island.","derbyshire1965textos[13]","","","","","X X X-X-X X X X-X"
"ordpl-10","hixk1239","nehohketxkoná hatá, áhoko.","n-ehohk-et͡ʃkonɨ hatɨ ɨ-hoko","3S-covet-REM.CONT.PL HSY 3-about","They were coveting, occupied with it.","derbyshire1965textos[13]","","","","","X-X-X X X-X"
"ordpl-11","hixk1239","foru heno txuramsaho nehxakoná, xamata ymo mkawo.","ɸoru =heno t͡ʃuram-saho n-eh-ʃakonɨ ʃamata jmo mka-wo","plantain =QUANT ripen-NMLZ.P 3S-be-REM.CONT rocky.island AUG exterior.surface-LOC","The plantain was one that had ripened, on top of the big rocky island.","derbyshire1965textos[13]","","","","","X =X X-X X-X-X X X X-X"
"ordpl-12","hixk1239","saraho heno, mahe heno, yukumu heno, menkará heno, kuxuma heno, tenyhera tá nehxakoná, áro ymo mkawo.","saraho =heno mahe =heno jukumu =heno menkarɨ =heno kuʃuma =heno teɲhera tɨ n-eh-ʃakonɨ ɨro jmo mka-wo","manioc =QUANT dioscorea.cayenensis =QUANT potatoe =dead banana.sp =QUANT banana.sp =QUANT much HSY 3S-be-REM.CONT 3ANA.INAN AUG exterior.surface-LOC","Manioc, yams (cará do Pará), potatoes, bananas, another species of plantain (there) was a lot, on top of it.","derbyshire1965textos[13]","","","","","X =X X =X X =X X =X X =X X X X-X-X X X X-X"
"ordpl-13","hixk1239","áto nehxatxkoná.","ɨto n-eh-ʃat͡ʃkonɨ","there 3S-be-REM.CONT.PL","There they were.","derbyshire1965textos[13]","","","","","X X-X-X"
"ordpl-14","hixk1239","nekayámyatxkoná haryhe tá","n-ekajɨm-jat͡ʃkonɨ harʲhe tɨ","3S-climb-REM.CONT.PL FRUST HSY","They were climbing it.","derbyshire1965textos[13]","","","","","X-X-X X X"
"ordpl-15","hixk1239","noseryehyatxkoná mak hatá.","n-os-erʲeh-jat͡ʃkonɨ mak hatɨ","3S-DETRZ-scare-REM.CONT.PL adversative HSY","They were afraid.","derbyshire1965textos[13]","","","","","X-X-X-X X X"
"ordpl-16","hixk1239","átotxoko haka ketxkoná hatá.","ɨ-to-t͡ʃo-ko haka k-et͡ʃkonɨ hatɨ","3-go-PL-IMP now say-REM.CONT.PL HSY","“Everybody go now,” they said.","derbyshire1965textos[13]","","","","","X-X-X-X X X-X X"
"ordpl-17","hixk1239","nanotometxkoná.","n-anoto-m-et͡ʃkonɨ","3S-servant-APPL-REM.CONT.PL","They were causing others to serve them.","derbyshire1965textos[13]","","","","","X-X-X-X"
"ordpl-18","hixk1239","awotota omoro, ketxkoná hatá, awarko wya.","awoto-ta omoro k-et͡ʃkonɨ hatɨ awarko wja","cut-MOTIMP 2PRO say-REM.CONT.PL HSY squirrel OBL","“You, go cut the line,” they said to the tree squirrel.","derbyshire1965textos[13]","","","","","X-X X X-X X X X"
"ordpl-20","hixk1239","ámkakoso nehxakoná.","ɨ-mkakoso n-eh-ʃakonɨ","3-onto.exterior.surface 3S-be-REM.CONT","He was on the slope of the rock.","derbyshire1965textos[13]","","","","","X-X X-X-X"
"ordpl-21","hixk1239","tahrunyemá xak omoro, ketxkoná hatá awya.","t-ahruɲe-mɨ ʃak omoro k-et͡ʃkonɨ hatɨ a-wja","NMLZ-jump-NMLZ misfortune 2PRO say-REM.CONT.PL HSY 3-OBL","“You (are) one who (must) jump now,” they said to him.","derbyshire1965textos[13]","","","","","X-X-X X X X-X X X-X"
"ordpl-23","hixk1239","noseryehyakoná mak hatá.","n-os-erʲeh-jakonɨ mak hatɨ","3S-DETRZ-scare=? adversative HSY","He was afraid.","derbyshire1965textos[13]","","","","","X-X-X-X X X"
"ordpl-24","hixk1239","noseryehyakoná mak hatá, áhona.","n-os-erʲeh-jakonɨ mak hatɨ ɨ-hona","3S-DETRZ-scare=? adversative HSY 3-to","He was afraid towards it.","derbyshire1965textos[13]","","","","","X-X-X-X X X X-X"
"ordpl-25","hixk1239","tehurkanárá hona nenyakoná.","t-ehurka-nɨ-rɨ hona n-eɲ-akonɨ","COR-fall-NMLZ-PERT to 3S-see-REM.CONT","He was looking towards his falling.","derbyshire1965textos[13--14]","","","","","X-X-X-X X X-X-X"
"ordpl-26","hixk1239","kehurkeno mak na kekoná hatá, awarko.","k-ehurka-jano mak na k-ekonɨ hatɨ awarko","1S-fall-NPST.UNCERT adversative UNCERT say-REM.CONT HSY squirrel","“I may fall,” said the squirrel.","derbyshire1965textos[14]","","","","","X-X-X X X X-X X X"
"ordpl-27","hixk1239","omoro xana, katxowná hatá, tukusu wya.","omoro ʃana ka-t͡ʃownɨ hatɨ tukusu wja","2PRO certainly say-REM.CPL.PL HSY hummingbird OBL","“You, without any doubt,” they said to the humming bird.","derbyshire1965textos[14]","","","","","X X X-X X X X"
"ordpl-28","hixk1239","omoro xak ohxe mátehe ryhe, ketxkoná hatá, tukusu wya ha.","omoro ʃak ohʃe mɨ-t-ehe rʲhe k-et͡ʃkonɨ hatɨ tukusu wja ha","2PRO misfortune good 2S-go-NPST EMP say-REM.CONT.PL HSY hummingbird OBL INTS","“You will go good,” they said to the humming bird.","derbyshire1965textos[14]","","","","","X X X X-X-X X X-X X X X X"
"ordpl-31","hixk1239","newnakotoye hatá.","n-ewna-koto-je hatɨ","3S-nose-cut-REM.CPL HSY","He cut it.","derbyshire1965textos[14]","","","","","X-X-X-X X"
"ordpl-32","hixk1239","tamposokranye tehxemá ymotho, yawotoye.","t-amposokra-ɲe t-ehʃe-mɨ jmo=tho j-awoto-je","ADJZ-height-ADJZ ADJZ-be-NMLZ AUG=DEV LK-cut-REM.CPL","He cut the big thing that was hanging in the air.","derbyshire1965textos[14]","","","","","X-X-X X-X-X X=X X-X-X"
"ordpl-36","hixk1239","átoko nehtxowná ha, ámkakoso.","ɨtoko n-eh-t͡ʃownɨ ha ɨ-mkakoso","immediately 3S-be-REM.CPL.PL INTS 3-onto.exterior.surface","Immediately they were on top of it.","derbyshire1965textos[14]","","","","","X X-X-X X X-X"
"ordpl-39","hixk1239","ta, oskenotho yosahtotxowná hatá sarahotho.","ta oske-no=tho j-osa-hto-t͡ʃownɨ hatɨ saraho=tho","DS thus-NMLZ=DEV LK-place-BEN-REM.CPL.PL HSY manioc=DEV","Marking change of subject, they made a place for that thing, the manioc plant.","derbyshire1965textos[14]","","","","","X X-X=X X-X-X-X X X=X"
"ordpl-42","hixk1239","oske tá nehtxowná ha, amnyehra.","oske tɨ n-eh-t͡ʃownɨ ha amɲe-hra","thus HSY 3S-be-REM.CPL.PL INTS in.the.future-NEG","Thus they were, long ago.","derbyshire1965textos[14]","","","","","X X X-X-X X X-X"
"ordpl-44","hixk1239","oske tá nenáhtotxowná.","oske tɨ n-enɨhto-t͡ʃownɨ","thus HSY 3S-lower-REM.CPL.PL","That is how they got them down.","derbyshire1965textos[14]","","","","","X X X-X-X"
"ordpl-45","hixk1239","krawame xak mak tá áhoko nehxatxkoná ha, nyamoro heno ha.","krawame ʃak mak tɨ ɨ-hoko n-eh-ʃat͡ʃkonɨ ha ɲamoro =heno ha","with.difficulty misfortune adversative HSY 3-about 3S-be-REM.CONT.PL INTS 3ANA.PL =dead INTS","With diffi­culty they were occupied with it.","derbyshire1965textos[14]","","","","","X X X X X-X X-X-X X X =X X"
"ordpl-46","hixk1239","noro mak tá nawotoye haryhe tá, tukusu","noro mak tɨ n-awoto-je harʲhe tɨ tukusu","3ANA adversative HSY 3S-cut-REM.CPL FRUST HSY hummingbird","He (was) the one (who) cut it, the humming bird.","derbyshire1965textos[14]","","","","","X X X X-X-X X X X"
"ekiri-1","ikpe1245","ekïrï ru man eroang tïmamin ïna","ekɨrɨ ru man ero-aŋ tɨ-mami-n ɨna","old PART AFF go-REM.CONT COR-work-PERT OBL","The old man went to his work,","ikpengpacheco2001[279]","","","","","X X X X-X X-X-X X"
"ekiri-2","ikpe1245","yuwyang man tïwïn:","j-uwj-aŋ man tɨ-wɨ-n","3>3-search-REM.CONT AFF COR-machete-PERT","He looked for his machete.","ikpengpacheco2001[279]","","","","","X-X-X X X-X-X"
"ekiri-5","ikpe1245","patxang orotpotang man owro waraktxi","pat͡ʃaŋ orotpot-aŋ man owro warakt͡ʃi","IDEO return-REM.CONT AFF house ILL","He went back into the house.","ikpengpacheco2001[279]","","","","","X X-X X X X"
"ekiri-6","ikpe1245","meneng payng ïwïn","m-eneŋ pajŋ ɨ-wɨ-n","2>3-see dear 1POSS-machete-PERT","“Have you seen my machete, dear?”","ikpengpacheco2001[279]","","","","","X-X X X-X-X"
"ekiri-7","ikpe1245","ankang man tïmuye na","an-k-aŋ man tɨ-muje na","3-say-REM.CONT AFF COR-wife OBL","He said to his wife.","ikpengpacheco2001[279]","","","","","X-X-X X X-X X"
"ekiri-8","ikpe1245","yaptakgwam txutkerem yuwïn","j-apta-gwam t͡ʃutke-rem j-uwɨ-n","3>3-armpit-LOC below-NMLZ 3POSS-machete-PERT","His machete was under his arm.","ikpengpacheco2001[279]","","","","","X-X-X X-X X-X-X"
"ekiri-11","ikpe1245","ankang man imun:","an-k-aŋ man i-mu-n","3-say-REM.CONT AFF 3>3-son-PERT","His son said:","ikpengpacheco2001[280]","","","","","X-X-X X X-X-X"
